Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Samsung,Galaxy S7,heroqltevzw,3417-3722MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7,heroqlteue,3417-3722MB,Phone,Qualcomm MSM8996,1080x1920;1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7,heroqlteaio,3417-3722MB,Phone,Qualcomm MSM8996,1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7 ,heroqlteatt,3417-3722MB,Phone,Qualcomm MSM8996,1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7,heroqltelra,3417-3722MB,Phone,Qualcomm MSM8996,1080x1920;1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7 ,herolteskt,3533-3562MB,Phone,Samsung Exynos 8890,1080x1920;1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7,heroqlteusc,3417-3722MB,Phone,Qualcomm MSM8996,1080x1920;1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7,heroqlteacg,3417-3722MB,Phone,Qualcomm MSM8996,1080x1920;1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7,heroqltetfnvzw,3417-3722MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7 ,heroqltetmo,3417-3722MB,Phone,Qualcomm MSM8996,1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S7,heroqltecctvzw,3417-3722MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,24;26,3.2
Samsung,Galaxy S7 ,herolte,3533-3562MB,Phone,Samsung Exynos 8890,1080x1920;1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy A90 5G,r3q,5380MB,Phone,Qualcomm SM8150,1080x2400,420,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy Tab A 8.0,gt5note8lte,1890-1891MB,Tablet,Qualcomm MSM8916,768x1024,160,armeabi-v7a;armeabi,21;23;25,3.0
Samsung,Galaxy Tab A 8.0,gt58wifi,1428-1429MB,Tablet,Qualcomm APQ8016,768x1024,160,armeabi-v7a;armeabi,21;23;25,3.0
Samsung,Galaxy Tab A 8.0,gt5note8ltechn,1890-1891MB,Tablet,Qualcomm MSM8916,768x1024,160,armeabi-v7a;armeabi,21;23,3.0
Samsung,Galaxy Tab A 8.0,gt58lte,1891-1892MB,Tablet,Qualcomm MSM8916,768x1024,160,armeabi-v7a;armeabi,21;23;25,3.0
Samsung,Galaxy Tab A 8.0,gt5note8wifi,1935MB,Tablet,Qualcomm APQ8016,768x1024,160,armeabi-v7a;armeabi,21;23,3.0
Samsung,Galaxy Tab A 8.0,gtasliteltecs,1844-1849MB,Tablet,Qualcomm MSM8917,800x1280,213,armeabi-v7a;armeabi,27;28,3.0
Samsung,Galaxy Tab A 8.0,gt58ltetmo,1892MB,Tablet,Qualcomm MSM8916,768x1024,160,armeabi-v7a;armeabi,21,3.0
Samsung,Galaxy Tab A 8.0,gtasliteltevzw,1844-1849MB,Tablet,Qualcomm MSM8917,1280x800,213,armeabi-v7a;armeabi,27;28,3.0
Samsung,Galaxy J5 Pro,j5y17ltextc,2823-2826MB,Phone,Samsung Exynos 7870,720x1280,320,armeabi-v7a;armeabi,24;27;28,3.2
Samsung,Galaxy J5 Pro,j5y17ltedx,2823-2826MB,Phone,Samsung Exynos 7870,720x1280,320,armeabi-v7a;armeabi,24;27;28,3.2
Samsung,Galaxy M30,m30lte,3722-3723MB,Phone,Samsung Exynos 7904,1080x2009;1080x2340,420,arm64-v8a;armeabi-v7a;armeabi,27;28,3.2
Samsung,Chromebook Pro,caroline_cheets,3846MB,PC,Intel m3-6y30,2400x1600,240,x86;armeabi-v7a;armeabi,25;28,3.1
Samsung,Galaxy S10 5G,beyondx,7277MB,Phone,Samsung Exynos 9820,1080x2280,420,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy S10 5G,beyondxq,7393MB,Phone,Qualcomm SM8150,1080x2280,420,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy M10,m10lte,2813-2814MB,Phone,Samsung Exynos 7870,720x1339;720x1520,320,armeabi-v7a;armeabi,27;28,3.2
Samsung,Galaxy Tab A (10.5),gta2xlltecs,2667-2668MB,Tablet,Qualcomm SDM450,1200x1920,240,armeabi-v7a;armeabi,27;28,3.2
Samsung,"Galaxy Tab A (10.5"")",gta2xlltespr,2667-2668MB,Tablet,Qualcomm SDM450,1200x1920,240,armeabi-v7a;armeabi,27;28,3.2
Samsung,"Galaxy Tab A (10.5"")",gta2xlltevzw,2667-2668MB,Tablet,Qualcomm SDM450,1200x1920,240,armeabi-v7a;armeabi,27;28,3.2
Samsung,"Galaxy Tab A (8.0"", 2019)",gto,1846MB,Tablet,Qualcomm SDM429,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,"Galaxy Tab A (8.0"", 2019)",gtowifi,1846MB,Tablet,Qualcomm SDM429,800x1280,213,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy XCover 4s,xcover4s,2751MB,Phone,Samsung Exynos 7884,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy A80,r1q,7534MB,Phone,Qualcomm SM7150,1080x2400,420,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy On5 2016 时尚版,on5xfltechn,1836-1843MB,Phone,Qualcomm MSM8917,720x1280,320,armeabi-v7a;armeabi,23;25;27,3.0
Samsung,Galaxy A10,a10,1720MB,Phone,Samsung Exynos 7884B,720x1520,280,armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy A2 Core,a2corelte,865MB,Phone,Samsung Exynos 7870,540x960,240,armeabi-v7a;armeabi,27,3.2
Samsung,Galaxy J8,j8y18lte,3541-3543MB,Phone,Qualcomm SDM450,720x1480;720x720,280,armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy On7 Prime,on7xrefltelgt,2813-2826MB,Phone,Samsung Exynos 7870,1080x1920,420,armeabi-v7a;armeabi,25;27;28,3.2
Samsung,Galaxy On7 Prime,on7xreflte,2813-2827MB,Phone,Samsung Exynos 7870,1080x1920,420,armeabi-v7a;armeabi,25;26;28,3.2
Samsung,Galaxy On7 Prime,on7xrefltektt,2813-2826MB,Phone,Samsung Exynos 7870,1080x1920,420,armeabi-v7a;armeabi,25;27;28,3.2
Samsung,Galaxy On7 Prime,on7xreflteskt,2813-2826MB,Phone,Samsung Exynos 7870,1080x1920,420,armeabi-v7a;armeabi,25;27;28,3.2
Samsung,Galaxy C5 Pro,c5proltechn,3547-3554MB,Phone,Qualcomm MSM8953,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy Tab S6,gts6l,5457MB,Tablet,Qualcomm SM8150,2560x1600,360,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy Tab S6,gts6lwifi,5457MB,Tablet,Qualcomm SM8150,1600x2560,360,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Chromebook Plus,kevin_cheets,3813MB,PC,Rockchip RK3399,2400x1600,240,armeabi-v7a;armeabi,23;25;28,3.1;3.2
Samsung,Galaxy J6,j6lte,2812MB,Phone,Samsung Exynos 7870,720x1339;720x1480,320,armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy J6,j6ltelgt,1805MB,Phone,Samsung Exynos 7870,720x1339;720x1480,320,armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy J6,j6ltekx,1805MB,Phone,Samsung Exynos 7870,720x1339;720x1480,320,armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy Tab A with S Pen,wisdom,2751MB,Tablet,Samsung Exynos 7904,1200x1920,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy Tab A with S Pen,wisdomwifi,2751MB,Tablet,Samsung Exynos 7904,1920x1200,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy View2,gview2lteatt,2693MB,Tablet,Samsung Exynos 7884,1920x1080,240,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Samsung,Galaxy J7(2016),j7xelte,1820-1822MB,Phone,Samsung Exynos 7870,720x1280,320,armeabi-v7a;armeabi,23;24;27,3.0;3.2
Samsung,Galaxy J7(2016),j7xeltecmcc,2852-2854MB,Phone,Samsung Exynos 7580,1080x1920,480,armeabi-v7a;armeabi,22;23,3.0;3.1
Samsung,Galaxy J7(2016),j7eltemtr,1873-1877MB,Phone,Samsung Exynos 7580,720x1280,320,armeabi-v7a;armeabi,23;25,3.1
Samsung,Galaxy J7(2016),j7xeltektt,1820-1822MB,Phone,Samsung Exynos 7870,720x1280,320,armeabi-v7a;armeabi,23;24;27,3.0;3.2
Samsung,Galaxy J7(2016),j7eltetmo,1873-1877MB,Phone,Samsung Exynos 7580,720x1280,320,armeabi-v7a;armeabi,23;25,3.1
Samsung,Galaxy J7(2016),j7xltectc,2860-2867MB,Phone,Qualcomm MSM8952,1080x1920,480,armeabi-v7a;armeabi,22;23,3.1
Samsung,Galaxy M30s,m30s,3587MB,Phone,Samsung Exynos 9611,1080x2340,420,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy J7 Star,j7topltetmo,1812-1817MB,Phone,Samsung Exynos 7870,720x1280,280,armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy J7 Star,j7topltemtr,1812-1817MB,Phone,Samsung Exynos 7870,720x1280,280,armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy C7,c7ltechn,3548-3555MB,Phone,Qualcomm MSM8953,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy A20e,a20e,2721MB,Phone,Samsung Exynos 7884B,720x1560,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy S10+ Olympic Games Edition,SC-05L,7477MB,Phone,Qualcomm SM8150,1080x2280,420,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy A8 Star,astarqlteskt,3702-3704MB,Phone,Qualcomm SDM660,1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy A8 Star,astarqltechn,3702-3705MB,Phone,Qualcomm SDM660,1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy A8 Star,astarqlte,5700-5702MB,Phone,Qualcomm SDM660,1080x2009;1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Samsung,SM-J260A,j2coreplteatt,1836-1837MB,Phone,Samsung Exynos 7570,540x960,240,armeabi-v7a;armeabi,27;28,3.1
Samsung,Galaxy C7 Pro,c7proltechn,3547-3554MB,Phone,Qualcomm MSM8953,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy C7 Pro,c7prolte,3547-3554MB,Phone,Qualcomm MSM8953,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S8 Active,cruiserltesq,3348-3364MB,Phone,Qualcomm MSM8998,1080x2009;1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,24;26;28,3.2
Samsung,Galaxy S8 Active,cruiserlteatt,3347-3364MB,Phone,Qualcomm MSM8998,1080x2009;1080x2220,480,arm64-v8a;armeabi-v7a;armeabi,24;26;28,3.2
Samsung,Galaxy J3 Prime,j3popeltemtr,1323MB,Phone,Samsung Exynos 7570,720x1280,320,armeabi-v7a;armeabi,24,3.1
Samsung,Galaxy J3 Prime,j3popeltecan,1323-1326MB,Phone,Samsung Exynos 7570,720x1280,320,armeabi-v7a;armeabi,24;27,3.1
Samsung,Galaxy J3 Prime,j3popeltetmo,1323MB,Phone,Samsung Exynos 7570,720x1280,320,armeabi-v7a;armeabi,24,3.1
Samsung,Galaxy J3(2017),j3y17lte,1834-1836MB,Phone,Samsung Exynos 7570,720x1280,320,armeabi-v7a;armeabi,24;26;28,3.1
Samsung,Galaxy J3(2017),j3y17ltekx,1834-1836MB,Phone,Samsung Exynos 7570,720x1280,320,armeabi-v7a;armeabi,24;26;28,3.1
Samsung,Galaxy J3(2017),j3y17ltelgt,1834-1836MB,Phone,Samsung Exynos 7570,720x1280,320,armeabi-v7a;armeabi,24;26;28,3.1
Samsung,Chromebook Plus (V2),nautilus_cheets,3844-3845MB,PC,Intel m3-7y30,1200x1920;1920x1200,213,x86_64;x86;armeabi-v7a;armeabi,25;28,3.1
Samsung,Galaxy J3 Aura,j3topelteusc,1730MB,Phone,Samsung Exynos 7884A,720x1280,320,armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy Tab A (2016),gtaxlwifi,1944-1946MB,Tablet,Samsung Exynos 7870,1200x1920,240,armeabi-v7a;armeabi,23;24;27,3.0;3.2
Samsung,Galaxy Tab A (2016),gtaxllte,1820-1822MB,Tablet,Samsung Exynos 7870,1200x1920,240,armeabi-v7a;armeabi,23;24;27,3.0;3.2
Samsung,Galaxy Tab A (2016),gtaxlltekx,1820-1822MB,Tablet,Samsung Exynos 7870,1200x1920,240,armeabi-v7a;armeabi,23;24;27,3.0;3.2
Samsung,Galaxy S7 Active,poseidonlteatt,3417-3722MB,Phone,Qualcomm MSM8996,1080x1920;1440x2560,480;640,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy S10+,beyond2q,7467-7477MB,Phone,Qualcomm SM8150,1080x2280,420,arm64-v8a;armeabi-v7a;armeabi,28;29,3.2
Samsung,Galaxy S10+,beyond2,7402-7407MB,Phone,Samsung Exynos 9820,1080x2280,420,arm64-v8a;armeabi-v7a;armeabi,28;29,3.2
Samsung,Galaxy S10+,SC-04L,7477MB,Phone,Qualcomm SM8150,1080x2280,420,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy S10+,SCV42,7477MB,Phone,Qualcomm SM8150,1080x2280,420,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy Tab A (2017),gta2swifi,1848-1915MB,Tablet,Qualcomm APQ8017,800x1280,213,armeabi-v7a;armeabi,25;27;28,3.0
Samsung,Galaxy Tab A (2017),gta2slteskt,1848-1854MB,Tablet,Qualcomm MSM8917,800x1280,213,armeabi-v7a;armeabi,25;27;28,3.0
Samsung,Galaxy Tab A (2017),gta2sltechn,2868-2871MB,Tablet,Qualcomm MSM8917,800x1280,213,armeabi-v7a;armeabi,25;27,3.0
Samsung,Galaxy Tab A (2017),gta2sltektt,1848-1855MB,Tablet,Qualcomm MSM8917,800x1280,213,armeabi-v7a;armeabi,25;27;28,3.0
Samsung,Galaxy Tab A (2017),gta2sltelgt,1852-1854MB,Tablet,Qualcomm MSM8917,800x1280,213,armeabi-v7a;armeabi,25;27,3.0
Samsung,Galaxy Tab A (2017),gta2slte,1848-1855MB,Tablet,Qualcomm MSM8917,800x1280,213,armeabi-v7a;armeabi,25;27;28,3.0
Samsung,Galaxy Tab A (2017),gta2swifichn,2868MB,Tablet,Qualcomm APQ8017,800x1280,213,armeabi-v7a;armeabi,27,3.0
Samsung,Galaxy J7 Sky Pro,j7popeltetfntmo,1799-1805MB,Phone,Samsung Exynos 7870,720x1280,320,armeabi-v7a;armeabi,24;27,3.2
Samsung,Galaxy Wide2,j7popelteskt,1799-1804MB,Phone,Samsung Exynos 7870,720x1280,320,armeabi-v7a;armeabi,24;27;28,3.2
Samsung,Galaxy Fold 5G,winner,11376MB,Phone,Qualcomm SM8150,1536x2152,420,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy C5,c5ltechn,3621-3633MB,Phone,Qualcomm MSM8952,1080x1920,420;480,armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy C5,c5pltechn,3621-3629MB,Phone,Qualcomm MSM8952,1080x1920,420,armeabi-v7a;armeabi,23;26,3.1;3.2
Samsung,Galaxy A40,a40,3723MB,Phone,Samsung Exynos 7904,1080x2340,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy J3 Achieve,j3topeltespr,1730MB,Phone,Samsung Exynos 7884A,720x1280,320,armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy A9 Star Lite,a6pltecmcc,3539-3542MB,Phone,Qualcomm SDM450,1080x2009;1080x2220,420,armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy A7 (2018),a7y18lte,3700-3701MB,Phone,Samsung Exynos 7885,1080x2009;1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy A7 (2018),a7y18lteks,3665-3700MB,Phone,Samsung Exynos 7885,1080x2009;1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy Fold,SCV44,11452MB,Phone,Qualcomm SM8150,1536x2152,420,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy S8+,SCV35,3347-3363MB,Phone,Qualcomm MSM8998,1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,24;26;28,3.2
Samsung,Galaxy S8+,dream2lteks,3452-3679MB,Phone,Samsung Exynos 8895,1080x2009;1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,24;26;28,3.2
Samsung,Galaxy S8+,dream2lte,3452-3679MB,Phone,Samsung Exynos 8895,1080x2009;1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,24;26;28,3.2
Samsung,Galaxy S8+,dream2qltecan,3348-3372MB,Phone,Qualcomm MSM8998,1080x2220;2009x1080,420,arm64-v8a;armeabi-v7a;armeabi,24;26;28,3.2
Samsung,Galaxy S8+,dream2qlteue,3348-3372MB,Phone,Qualcomm MSM8998,1080x2009;1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,24;26;28,3.2
Samsung,Galaxy S8+,dream2qltechn,3348-5356MB,Phone,Qualcomm MSM8998,1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,24;26;28,3.2
Samsung,Galaxy S8+,dream2qltesq,952-3359MB,Phone,Qualcomm MSM8998,1080x2009;1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,24;26;28,3.2
Samsung,Galaxy S8+,SC-03J,3347-3363MB,Phone,Qualcomm MSM8998,1080x2009;1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,24;26;28,3.2
Samsung,Galaxy J3 Star,j3topltetmo,1836MB,Phone,Samsung Exynos 7570,720x1280,320,armeabi-v7a;armeabi,26,3.1
Samsung,Galaxy TabE 8.0,gtesltektt,1392MB,Tablet,Samsung Exynos 3475,800x1280,213,armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Tab E 8.0,gteslteskt,1392MB,Tablet,Samsung Exynos 3475,800x1280,213,armeabi-v7a;armeabi,22;23,3.0;3.1
Samsung,Galaxy Tab E 8.0,gtesltetmo,1380-1392MB,Tablet,Samsung Exynos 3475,800x1280,213,armeabi-v7a;armeabi,23;25,3.1
Samsung,Galaxy Tab E 8.0,gtesqlteusc,1383-1384MB,Tablet,Qualcomm MSM8916,800x1280,213,armeabi-v7a;armeabi,22;23;25,3.0
Samsung,Galaxy Tab E 8.0,gtesqltespr,1383-1384MB,Tablet,Qualcomm MSM8916,800x1280,213,armeabi-v7a;armeabi,22;23;25,3.0
Samsung,Galaxy Tab E 8.0,gtesltebmc,1380-1392MB,Tablet,Samsung Exynos 3475,800x1280,213,armeabi-v7a;armeabi,23;25,3.1
Samsung,Galaxy TabE 8.0,gtesltelgt,1392MB,Tablet,Samsung Exynos 3475,800x1280,213,armeabi-v7a;armeabi,22;23,3.0;3.1
Samsung,Galaxy Tab E 8.0,gteslteatt,1380-1392MB,Tablet,Samsung Exynos 3475,800x1280,213,armeabi-v7a;armeabi,23;25,3.1
Samsung,Galaxy Tab E8.0,gtesveltevzw,1327-1328MB,Tablet,Samsung Exynos 7570,1280x800,213,armeabi-v7a;armeabi,25;27,3.1
Samsung,Galaxy Tab E 8.0,gtesltevzw,1380-1392MB,Tablet,Samsung Exynos 3475,800x1280,213,armeabi-v7a;armeabi,22;23;25,3.0;3.1
Samsung,Galaxy Tab E 8.0,gtesltetw,1392MB,Tablet,Samsung Exynos 3475,800x1280,213,armeabi-v7a;armeabi,22,3.0
Samsung,Galaxy Wide3,j7toplteskt,1816MB,Phone,Samsung Exynos 7870,720x1280,280,armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy A50s,a50s,3586MB,Phone,Samsung Exynos 9611,1080x2340,420,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy A50,a50,3590MB,Phone,Samsung Exynos 9610,1080x2340,420,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy A70,a70q,5532MB,Phone,Qualcomm SM6150,1080x2400,420,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy J3 Orbit,j3topeltetfnvzw,1730MB,Phone,Samsung Exynos 7884A,720x1280,320,armeabi-v7a;armeabi,26;28,3.2
Samsung,Galaxy J3 Orbit,j3topltetfntmo,1835-1836MB,Phone,Samsung Exynos 7570,720x1280,320,armeabi-v7a;armeabi,26;28,3.1
Samsung,Galaxy Tab A (2016) with S Pen,gtanotexllte,2827-2828MB,Tablet,Samsung Exynos 7870,1200x1920,240,armeabi-v7a;armeabi,23;24;27,3.0;3.2
Samsung,Galaxy Tab A (2016) with S Pen,gtanotexlwifikx,2936-2951MB,Tablet,Samsung Exynos 7870,1200x1920,240,armeabi-v7a;armeabi,23;24;27,3.0;3.2
Samsung,Galaxy Tab A (2016) with S Pen,gtanotexlltekx,2827-2828MB,Tablet,Samsung Exynos 7870,1200x1920,240,armeabi-v7a;armeabi,23;24;27,3.0;3.2
Samsung,Galaxy Tab S5e,gts4lv,3651MB,Tablet,Qualcomm SDM670,1600x2560,360,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy Tab S5e,gts4lvwifi,3651MB,Tablet,Qualcomm SDM670,1600x2560,360,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy Tab S5e,gts4lvwifichn,5649MB,Tablet,Qualcomm SDM670,1600x2560,360,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,"Galaxy Tab A (2018, 10.5)",gta2xllte,2667-2668MB,Tablet,Qualcomm SDM450,1200x1920;1920x1200,240,armeabi-v7a;armeabi,27;28,3.2
Samsung,"Galaxy Tab A (2018, 10.5)",gta2xlwifi,2789-2790MB,Tablet,Qualcomm SDA450,1200x1920,240,armeabi-v7a;armeabi,27;28,3.2
Samsung,"Galaxy Tab A (2018, 10.5)",gta2xlltechn,2667-2668MB,Tablet,Qualcomm SDM450,1200x1920,240,armeabi-v7a;armeabi,27;28,3.2
Samsung,"Galaxy Tab A (2018, 10.5)",gta2xlltekx,2667-2668MB,Tablet,Qualcomm SDM450,1200x1920,240,armeabi-v7a;armeabi,27;28,3.2
Samsung,Galaxy A7,a7ltectc,1871-1891MB,Phone,Qualcomm MSM8939,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
Samsung,Galaxy A7,a7ltechn,1889-1892MB,Phone,Qualcomm MSM8939,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
Samsung,Galaxy A7,a7y18ve,3754MB,Phone,Samsung Exynos 7885,1080x2220,420,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Samsung,Galaxy A7,a7ltelgt,1889MB,Phone,Qualcomm MSM8939,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
Samsung,Galaxy A7,a7lteskt,1889MB,Phone,Qualcomm MSM8939,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
Samsung,Galaxy A7,a7ltektt,1889-2021MB,Phone,Qualcomm MSM8939,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
Samsung,Galaxy A7,a7lte,1889-1891MB,Phone,Qualcomm MSM8939,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
Samsung,Galaxy A7,a73g,1889-1891MB,Phone,Qualcomm MSM8239,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
Samsung,Galaxy A7,a7alte,1862-1880MB,Phone,Samsung Exynos 5430,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
Samtech,T3G_04,T3G_04,894MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,27,2.0
Samtech,TWIFI-06,TWIFI-06,982MB,Tablet,Allwinner A50,1024x600,160,armeabi-v7a;armeabi,28,2.0
Sankey,TAB7A3G05,TAB7A3G05,894MB,Tablet,Mediatek MT8321,1024x600,160,armeabi-v7a;armeabi,27,2.0
Sansui,Grand,Grand,956MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Sansui,Nitro,Nitro,956MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Sansui,Sansui_Nova,Sansui_Nova,957MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
SBET,X7,X7,906MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,27,3.1
Schok,FreedomTurboXL,SFT57216,1888MB,Phone,Mediatek MT6737H,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.1
SCIENTIA,BBT1019863,BBT1019863,3832MB,Phone,Spreadtrum SC9863A,800x1280,240,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Selectron,T856G,T856G,904MB,Phone,Spreadtrum SC7731E,800x1280,240,armeabi-v7a;armeabi,27,3.2
SEMP TCL,GO3C,GO3C,451MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi-v7a;armeabi,27,3.2
SEMP TCL,GO3E,GO3E,928MB,Phone,Spreadtrum SC7731,480x960,240,armeabi-v7a;armeabi,27,3.2
SEMP TCL,GO5E,GO5E,880MB,Phone,Spreadtrum SC9832E,720x1440,320,armeabi-v7a;armeabi,27,3.2
sencor,10_1Q205,10_1Q205,1959MB,Tablet,Rockchip RK3326,1280x800,213,armeabi-v7a;armeabi,28,3.2
Servicom IT,IT-1101S,IT_1101S,1981MB,Tablet,Mediatek MT8167B,800x1280,160,armeabi-v7a;armeabi,27,3.2
SERVO,P20,P20,887MB,Phone,Mediatek MT6739WA,480x996,240,armeabi-v7a;armeabi,27,3.2
Seuic,AUTOID9N,d500b,2844MB,Phone,Qualcomm SDM450,480x800,240,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Seuic,CRUISE1,d700s,3596MB,Phone,Qualcomm SDM450,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,28,3.2
SGINO,SGINO6,SGINO6,3809MB,Phone,Mediatek MT6750,1080x1920,480,armeabi-v7a;armeabi,27,3.2
Sharp,AQUOS SERIE mini SHV38,GTQ,2905-2906MB,Phone,Qualcomm MSM8952,1080x1920,480,armeabi-v7a;armeabi,24;26,3.2
Sharp,シンプルスマホ４,SG704SH,2830MB,Phone,Qualcomm MSM8937,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,26,3.2
